id,title,artist,year,imagepath
479,Paysage côtier,271,1686,329bc93d7654ca2ba0f173632f6548a8a971f10c695ac6a0a3d72088b3747b41.jpg
480,Portrait de Charles Emmanuel III,189,1734,a2402f70c5e8513111b6079a5a7e137e5aabd77210c425d358c357db6c54d0fc.jpg
481,Copie d'après le Jugement Dernier de Michel-Ange,190,1570,39fe3772083531ad5221a32c24125853b53f7b2687ee061dee73afbfa75fe833.jpg
482,Nature-morte pommes & raisins,191,1665,376502c952bdd803182b2f3465387ebaee9a6adff56b1553432bb37b891e2cb6.jpg
483,Portrait de femme entourée d'une couronne de fleurs,192,1675,f584415ab1fab6fae5ced6257ee4c822c88a813b04b4d8eb6077322c987704b6.jpg
484,La Sainte Trinité,193,1600,e80d2c9bb24e414b7568627281ddd118e46aabe1c0d6d354955e0e79de0be966.jpg
485,Jésus-Christ guérissant un aveugle.,194,1825,e595aceba3d1b7b8a447ae2e0bddc00bb880a75933a3b7ca9121e89452b52217.jpg
486,Tête de jeune homme au diadème,35,1780,38408b1e3aa292e239b98f857edeb30c5684121224ce2ab4cf28b269e474d0c5.jpg
487,Paysage avec une cascade,45,1655,735c2b31fcdecb73b9d1c341d0d2745a4af7a0c29e9e1d84077db8e9d33b9a7c.jpg
488,Portrait de madame Du Barry tenant une corbeille de roses,272,1770,0feb61141ea930878b56149f4b0dc0af333d12f137ee62f69696c2e4772b40f7.jpg
489,Sainte Trinité couronnant la Vierge,273,1500,82ef3bda898d88dcbef1433b8f4270740333676695512b27ec02021ece76d15e.jpg
490,Le jugement de Midas,186,1870,f39bdae19d047e2562df5f4498954b8eea35b07e3dd1317aac934d4ead3ff40c.jpg
491,Portrait de Giovanni Battista Bourbon del Monte (1541–1614),187,1593,0d14b6bd1d42b052939887a8fa483f0af8745e8cc764ae3b9fbeac66fdb4dd0b.jpg
492,Paysage au dieu fleuve. Paysage de Grottaferrata (Venus and Adonis),33,1625,764e1c9afecf520a849e7f8ff63cd0aa55b47c1ff7a95a80ed4eeb8bb171f21a.jpg
494,L'Été,274,1824,957f2e5d4a3db1d607c5c338f64b5c52e6212da5c86d11f60f24141d9e53dc52.jpg
495,Voltaire,274,1785,1b3fc4aae8b5adfd2417537f3cb42d3d03b17a14bcc7d1422b1dfdfc433b2547.jpg
496,"Buste de la baronne Daru, née Charlotte-Xavière de Froidefond du Chatenet, 1812",275,1812,da16199b0b0950a6c2c102b26f1b28afe0f0cc736da5c61c5d53e85c798a7db1.jpg
497,Buste du baron Martial Daru (1774-1827),275,1812,2cfd5822263855d33083b6d75032d7fe41b9269451f44e4a19b408367ccad1b2.jpg
498,Buste de Vittorio Alfieri (1749-1803),276,1798,4ce3d6348f688fa248515495df4c860b451eafe5cd99f62c4ade4e2ad65f0de0.jpg
499,Effet de brouillard,95,1853,0beb56c77ceca52b5e88995f166bb71bd3e8bd33ea126580394829c4dbead7fd.jpg
500,Souvenir de ville d'Avray (Effet de matin),95,1870,02a367df2b321f756b8ffe49c10d9001c34a4a4c84b027471ae7bc6df74fb47d.jpg
501,Pierre peignant des fleurs,277,1887,2095a6b5c26d1eb83d466580cb4b317d9f08153d54f9522b5d885b71dd3f0f50.jpg
502,Saint Roch,279,1450,5d11e7e308bc4107cf160e77b7f2a41118a0a57887a781b1c9e2399e3e823e11.jpg
503,Uriage,280,1918,02a63411121bf9efbb2a6b3a180a8fa80784d1839ca86ac5d03bcef763dae59b.jpg
504,Portrait de Gustave Le Rouge,281,1896,6bde78f5566305fc6829cbc651135ae09059b2b968afab22b9ad5f6ef695ed85.jpg
505,Couronne de fleurs avec la grotte de Pausilippe,210,0,a594273ffb7b8b2d99f0e30b988dfcaf1e46d01d35f1692288eb049faeecb15b.jpg
506,Josué arrêtant le soleil (esquisse),60,1743,c5615ceb48ad3c9cfe45a0d55e72b89d10ea2149304418d61539d3910e31f9b9.jpg
507,Le Christ au roseau,282,1575,0401e52081c1d53f8f77f795ce6cd83ccff71d5948195ed6b3aee11bc0faf30b.jpg
508,Projet pour le tombeau de madame Abraham Fontanel,283,1797,d05a9dbf8669d40c1d844e5dc120edb36c2d0ac0df783b38589975f34818c7de.jpg
509,Une Muse,284,1811,262e134f6143c8149b0eb95ec9f7d39d3cc12bad71996117dda63f6cde3e75a7.jpg
510,Portrait de Molière,274,1778,b8624ed440ccbe14dfc921c6e08c138609d7df4f7d4809496f009eba001a7003.jpg
511,Buste de Voltaire,274,1778,db915f4d5e97f4ce08cdb0ff2d54fd95255ffc85fc11ab21ff44ce38cf2dfa31.jpg
512,Buste de Benjamin Franklin,274,1778,436abbc443725b2afbccb0611dc486c867d6aba6f3bbb583b5a097f7cbadfdff.jpg
513,Buste de Jean-Jacques Rousseau a l'antique,274,1785,c2d8baa087b35bd9973fde28108fabb34d4d91276d6e95c1f82e515d842c1165.jpg
514,"Buste d'Armand-Thomas Hue, marquis de Miromesnil, garde des Sceaux de France (1723-1796)",274,1785,843b2e56afd4bdf951f72631501defac80f28b8c6d37a3b2bba57508c01c1b08.jpg
515,Buste d'un magistrat inconnu,274,1788,a71f55cc44337bb55e8efee100a69506d582985bcabb69ccb2a73f5586df4af7.jpg
516,Le grand écorché,274,1800,bd349ad5153b9b283f711863e715ec1ef9fcfef9fc97f2d8e2df621fce44a351.jpg
517,Louis XV à cheval,285,1760,74e7387dcfb40b5622cbf20449139ef2ebfd410a68c0209034f278c81c94f312.jpg
518,Mademoiselle Bonnier de la Mosson,286,1680,8ebc34097f0266aa4d5c5974175e74951e5a326ed22be5eb8f52d275e661c9e2.jpg
519,La Religion terrassant l'Hérésie,287,1695,a923e162d7e57bd92be76e235a4bcc8a80893b51ab32bff1430e68a3b11d9a20.jpg
520,Portrait d'Alexandre Cabanel,288,1882,30706ee628fd6403fb84b5640a5b9962029104ea948b354ba9479305df0f5146.jpg
521,Polyphème,289,1681,5e506af1a73acf8b42b4dd1bbde303dcccccfccaa7bd6667a7bcb9e46fac3371.jpg
522,Femmes à la fontaine,182,1840,179312eb42fa1dcf7a2970819189baee9e13a4010a31921a041c7d8a6546ef66.jpg
523,Giotto traçant sur le sable une tète de bélier,290,1841,92bdfd2c160d93ff870fdd8ebcef50a8042b1634e26b958fd3c1287cb712e8f3.jpg
524,Groupe d'enfants,10,1773,0d06f947e32a9548eec77ad9e356a416379227c11993c2e38caa741053c9bec6.jpg
525,"Portrait en buste d'Antoine Valedau, bienfaiteur du musée",291,1839,377fc0b38b527f723a90bacf668e8aa0999a6dd1f2d14fb7a9a0c8e54a84b516.jpg
526,Portrait de Jan Frederik Bachman (vers 1720-1774) et sa famille,292,1750,7e5ba57c898ae3b9cbeb582de8efc92b7a5f81e473e33c1eb9135c76bebb896c.jpg
527,Portrait de Jan Frederik Bachman (vers 1720-1774),292,1756,5574cf749e8804ccb4dac7f4c43913c1e7dd16a5475f1bc20dee563d7453245f.jpg
528,Portrait de Johanna Catherina van den Broek (1721-1788) et sa famille,292,1748,ddca0a262455553de6de10605ca7ec777a66c29f7c388004eecae4733556ab58.jpg
529,Stèle commémorative à la mémoire de Willem Swart (1659-1736),292,1752,2629541ac5c8d2a498d7715f18f8d2cf21da013bf27abd638ec831c5a57d40a5.jpg
530,Double portrait de Jan Frederik Bachman (vers 1720-1774) et Johanna Catharina van den Broek (1721-1788),292,1747,f88a0a4b53236093912d5335c15428e8d44d1c13dc7efe0bc67b02b2a47876de.jpg
531,Chat sauvage et faisan,293,1878,1858841b3ff18bd5edef145f8032cd89da8001e035792f7f9909b332f9ec604d.jpg
532,Portrait de l'artiste par lui-même,67,1849,4c8220e3f2ee8fae23e8824782871cad2db9c7f789900e5296b6254565ad0d2e.jpg
533,Portrait de M. le baron Creuzé de Lesser,294,1902,6d8bff70652598dfdf3129cb5c99c22d8e873cab5db96db45774ff05c342d6e7.jpg
52,L’Hiver dit La Frileuse,16,1783,12f4650b26823eb3a667b96973f74a9acf7bcfbbf5ec0d347f7350683daa35dd.jpg
52,L’Hiver dit La Frileuse,16,1783,0f8c2763e6ab445ae0a102169a4778c0d59246fce5f843ab559e98b086b2bff6.jpg
408,Le repos devant l'auberge,2,1660,f240e5274f4b5f53e117948098e71dcc480ff6e342f4d34868446db14f3c881e.jpg
216,Pygmalion amoureux de sa statue,59,1717,98cdb799528c49485b0abd8634f3bf92cf7a7a78881404a665ef701d1f30c040.jpg
402,Étude d'après le modèle Aspasie,31,1820,7cc1ae5c534e3e47231306541ffd45d1f9ae72d63d5b7f538dfe4d3f004ea518.jpg
191,Paysage et animaux,249,1665,96202efb87b4faa669b8b4169305ef72beb107abcb43278d4e39da712ae537e7.jpg
367,Rébecca et Éliézer,163,1670,2635b3b6a6afa55603b64454c80f11ce345913d43c6d09810fbba2765647e077.jpg
35,"Comme les vieux chantent, les enfants piaillent",2,0,4418ffb27391c19742523bb37ba48f54cb72cd9210bd75dfe1fe5c1219ae47f9.jpg
105,"Académie d'homme, Hector",35,1778,14a0782e1de4f41c2e493df8de8e1c49e62783f03a31e0b3b0b53331d7207452.jpg
51,Fontaine des Trois Grâces,10,1777,f92b38059f5c30e5ff19401a5cab7f67685fb58e8625a23565388ff44462fb81.jpg
1,Vue de village,1,1868,917c116e8086a3c8494ea832bcc83d3a065857fcf9128eb8c8338c91fe0fc52e.jpg
122,Bataille,121,1690,02c514728707492a1908100bda19a4b8bcaf1ba8643e91a987f8619c936a8e5e.jpg
436,Hector exposé sur les rives du Scamandre,125,1759,49859ef9184dd6497701bfb607b34ee9ae7ddb04b1d4a1013164fe8ccd4a0e2b.jpg
465,Clotilde de Surville,176,1853,e79a9915d94f2706d5db3f3d5fa572c26af0b16444a57ba1358d6560872c2e41.jpg
129,Portrait de jeune femme et portrait de jeune homme,70,1490,393808e5ec641290f9426868cca0e5fa085f43aac753cced053fd70344a34aea.jpg
194,Paysage au château,213,1685,605e963e2f5fc38cb3a46389c62a4c13f6ed6f7fee098dfa7fdc39a9ed9a5f63.jpg
275,"Visitation, Adoration des Mages, Fuite en Égypte, Circoncision & Assomption",312,1543,a10d660c4583cc24e779702a9dd4fc6929372f557d70a4ef1276f969bc07d4f7.jpg
2,"Étude de nu, dit Nu couché",1,1864,3c65bc5fc1f2dfce6e0575a9171bd626882eb0627d19eae19cd66c13a514c1a0.jpg
